timestamp,location_reported,raw_message,category_label,severity_score
2025-10-16 11:21:00,NH-44,my truck stopped at nh-44. diesel over. need mechanic.,vehicle_breakdown,2
2025-10-16 12:03:00,Sahnewal Mandi,total traffic. gaadi blocked nr sahnewal mandi due to overloading check.,harvest_traffic,5
2025-10-16 13:57:00,NH-44,my truck stopped at nh-44. break fail. need mechanic.,vehicle_breakdown,2
2025-10-16 14:19:00,Machhiwara,total traffic. trolley phas gya near machhiwara due to paddy bags.,harvest_traffic,7
2025-10-16 14:55:00,Canal Road,my truck stopped at canal road. tyre burst. need mechanic.,vehicle_breakdown,2
2025-10-16 15:32:00,Malerkotla,boht heavy traffic. truck stopped near malerkotla due to paddy bags.,harvest_traffic,6
2025-10-16 16:06:00,Ferozepur Road,frzpr rd blckd by strk. ttl jm. avd ths rt.,protest_dharna,10
2025-10-16 16:08:00,Moga Grain Market,ttl trffc. trck stck nr mg grn mrkt d t lbr shrtg.,harvest_traffic,5
2025-10-16 17:13:00,Nakodar,vry bd trffc. tnkr stck nr nkdr d t pddy bgs.,harvest_traffic,7
2025-10-16 17:24:00,Ludhiana Transport Nagar,crossed ludhiana transport nagar. rasta clear. reaching on time.,clear,0
2025-10-16 18:09:00,Rajpura Toll,rajpura toll jammed by strike. total jam. avoid this route.,protest_dharna,10
2025-10-16 18:21:00,Raikot,raikot jammed by police barricade. total jam. avoid this route.,protest_dharna,10
2025-10-16 18:35:00,Link Road #5,pr trffc. gd jmmd nr lnk rd #5 d t pddy bgs.,harvest_traffic,6
2025-10-16 21:05:00,NH-44,cattle on road near nh-44. risk of accident. khada hai.,rural_hazard,6
2025-10-17 00:10:00,Malerkotla,cattle on road pass malerkotla. risk of accident. stopped.,rural_hazard,3
2025-10-17 00:37:00,Ferozepur Road,zero visibility near ferozepur road. dhund is dead. driving slow.,smog_fog,7
2025-10-17 01:49:00,Moga Grain Market,stry cws n rd nr mg grn mrkt. rsk f ccdnt. blckd.,rural_hazard,4
2025-10-17 02:57:00,Doraha,crossed doraha. road clear. reaching on time.,clear,0
2025-10-17 04:41:00,Ferozepur Road,zero visibility nr ferozepur road. fog is slow. driving slow.,smog_fog,7
2025-10-17 04:44:00,Jagraon Mandi,zero visibility near jagraon mandi. heavy rain is boht heavy. driving slow.,smog_fog,8
2025-10-17 04:52:00,Machhiwara,crssd mchhwr. rd clr. rchng n tm.,clear,0
2025-10-17 04:55:00,Phillaur,zero visibility nr phillaur. waterlogging is very bad. driving slow.,smog_fog,8
2025-10-17 08:00:00,Rajpura Toll,rajpura toll jammed by union block. total jam. avoid this route.,protest_dharna,10
2025-10-17 08:38:00,Ferozepur Road,boht heavy traffic. canter jammed near ferozepur rasta due to overloading check.,harvest_traffic,5
2025-10-17 09:18:00,Ferozepur Road,my tractor stopped at ferozepur road. diesel over. need mechanic.,vehicle_breakdown,2
2025-10-17 10:19:00,Jalandhar Bypass,crossed jalandhar bypass. road clear. reaching on time.,clear,0
2025-10-17 10:22:00,Nakodar,nakodar stuck by police barricade. total jam. avoid this route.,protest_dharna,10
2025-10-17 10:35:00,Canal Road,crossed canal road. road clear. reaching on time.,clear,0
2025-10-17 10:54:00,Phillaur,pura traffic. canter phas gya near phillaur due to overloading check.,harvest_traffic,5
2025-10-17 11:49:00,Ludhiana Transport Nagar,total traffic. gaadi khada hai near ludhiana transport nagar due to paddy bags.,harvest_traffic,6
2025-10-17 11:54:00,Malerkotla,very bad traffic. truck khada hai pass malerkotla due to paddy bags.,harvest_traffic,5
2025-10-17 11:59:00,Sahnewal Mandi,my tractor stopped at sahnewal mandi. diesel over. need mechanic.,vehicle_breakdown,2
2025-10-17 12:07:00,Canal Road,total traffic. canter stopped nr canal road due to paddy bags.,harvest_traffic,5
2025-10-17 12:32:00,Amritsar Gate,crossed amritsar gate. road clear. reaching on time.,clear,0
2025-10-17 12:39:00,GT Road,crossed gt road. road clear. reaching on time.,clear,0
2025-10-17 13:20:00,Canal Road,pura traffic. canter phas gya near canal rod due to unloading.,harvest_traffic,5
2025-10-17 14:40:00,Doraha,very bad traffic. truck blocked near doraha due to overloading check.,harvest_traffic,6
2025-10-17 16:33:00,NH-44,dead traffic. gaadi stopped near nh-44 due to labor shortage.,harvest_traffic,7
2025-10-17 17:04:00,Raikot,total traffic. truck stopped near raikot due to overloading check.,harvest_traffic,5
2025-10-17 17:37:00,NH-44,my tractor stopped at nh-44. engine heat. need mechanic.,vehicle_breakdown,2
2025-10-17 18:05:00,Jalandhar Bypass,jalandhar bypass blocked by union block. total jam. avoid this route.,protest_dharna,10
2025-10-17 18:10:00,Raikot,my tanker stopped at raikot. engine heat. need mechanic.,vehicle_breakdown,2
2025-10-17 19:55:00,Rajpura Toll,crossed rajpura toll. road clear. reaching on time.,clear,0
2025-10-17 21:05:00,Amritsar Gate,zr vsblty nr amrtsr gt. smg s slw. drvng slw.,smog_fog,8
2025-10-17 21:15:00,Raikot,pothole on road near raikot. risk of accident. blocked.,rural_hazard,4
2025-10-17 21:53:00,Nakodar,crossed nakodar. road clear. reaching on time.,clear,0
2025-10-17 22:31:00,Link Road #5,crossed link road #5. rasta clear. reaching on time.,clear,0
2025-10-17 22:36:00,NH-44,zero visibility near nh-44. waterlogging is pura. driving slow.,smog_fog,7
2025-10-17 22:53:00,Malerkotla,crossed malerkotla. rod clear. reaching on time.,clear,0
2025-10-17 23:37:00,Phillaur,zero visibility near phillaur. heavy rain is pura. driving slow.,smog_fog,8
2025-10-18 00:01:00,Phillaur,zero visibility near phillaur. smog is very bad. driving slow.,smog_fog,8
2025-10-18 00:49:00,Canal Road,cattle on road nr canal road. risk of accident. phas gya.,rural_hazard,6
2025-10-18 01:09:00,Link Road #5,zero visibility near link road #5. slippery road is very bad. driving slow.,smog_fog,7
2025-10-18 01:10:00,Khanna Mandi,zr vsblty nr khnn mnd. wtrlggng s ttl. drvng slw.,smog_fog,8
2025-10-18 01:56:00,Amritsar Gate,zero visibility near amritsar gate. fog is very bad. driving slow.,smog_fog,9
2025-10-18 02:09:00,Link Road #5,crossed link road #5. rasta clear. reaching on time.,clear,0
2025-10-18 02:50:00,Ferozepur Road,zero visibility nr ferozepur road. dhund is pura. driving slow.,smog_fog,7
2025-10-18 03:42:00,Moga Grain Market,zr vsblty nr mg grn mrkt. hvy rn s bht hvy. drvng slw.,smog_fog,7
2025-10-18 04:27:00,Bathinda Refinery,pothole on road near bathinda refinery. risk of accident. jammed.,rural_hazard,3
2025-10-18 04:55:00,Ferozepur Road,mud on road near ferozepur road. risk of accident. khada hai.,rural_hazard,3
2025-10-18 04:57:00,Jalandhar Bypass,pothole on rod near jalandhar bypass. risk of accident. stopped.,rural_hazard,6
2025-10-18 05:34:00,Sirhind Mandi,zero visibility near sirhind mandi. smog is total. driving slow.,smog_fog,8
2025-10-18 06:41:00,NH-44,zero visibility near nh-44. fog is slow. driving slow.,smog_fog,9
2025-10-18 07:35:00,Bathinda Refinery,pura traffic. truck blocked pass bathinda refinery due to unloading.,harvest_traffic,5
2025-10-18 08:07:00,Malerkotla,malerkotla stopped by dharna. total jam. avoid this route.,protest_dharna,10
2025-10-18 09:11:00,Rajpura Toll,very bad traffic. truck jammed near rajpura toll due to overloading check.,harvest_traffic,7
2025-10-18 10:09:00,Rajpura Toll,crossed rajpura toll. rd clear. reaching on time.,clear,0
2025-10-18 10:57:00,Khanna Mandi,boht heavy traffic. tanker blocked near khanna mandi due to paddy bags.,harvest_traffic,5
2025-10-18 10:58:00,Moga Grain Market,moga grain market band by road roko. total jam. avoid this route.,protest_dharna,10
2025-10-18 11:54:00,Bathinda Refinery,my trlly stppd t bthnd rfnry. tyr brst. nd mchnc.,vehicle_breakdown,2
2025-10-18 12:50:00,Bathinda Refinery,bathinda refinery jammed by police barricade. total jam. avoid this route.,protest_dharna,10
2025-10-18 13:48:00,Machhiwara,boht heavy traffic. canter khada hai near machhiwara due to paddy bags.,harvest_traffic,6
2025-10-18 14:11:00,Jalandhar Bypass,crossed jalandhar bypass. rod clear. reaching on time.,clear,0
2025-10-18 15:08:00,Machhiwara,crossed machhiwara. rasta clear. reaching on time.,clear,0
2025-10-18 16:17:00,Link Road #5,pura traffic. tanker jammed nr link road #5 due to unloading.,harvest_traffic,7
2025-10-18 16:31:00,Jagraon Mandi,crossed jagraon mandi. road clear. reaching on time.,clear,0
2025-10-18 16:57:00,Phillaur,my gaadi stopped at phillaur. clutch plate gya. need mechanic.,vehicle_breakdown,2
2025-10-18 17:59:00,Machhiwara,crssd mchhwr. rd clr. rchng n tm.,clear,0
2025-10-18 19:43:00,Sirhind Mandi,crossed sirhind mandi. road clear. reaching on time.,clear,0
2025-10-18 22:21:00,NH-44,stray cows on road near nh-44. risk of accident. khada hai.,rural_hazard,3
2025-10-18 23:04:00,Malerkotla,zero visibility nr malerkotla. waterlogging is pura. driving slow.,smog_fog,8
2025-10-18 23:32:00,Ferozepur Road,zero visibility nr ferozepur road. fog is very bad. driving slow.,smog_fog,9
2025-10-19 00:41:00,Ludhiana Transport Nagar,electric wire on road nr ludhiana transport nagar. risk of accident. jammed.,rural_hazard,4
2025-10-19 02:19:00,Link Road #5,crossed link road #5. road clear. reaching on time.,clear,0
2025-10-19 04:57:00,Sirhind Mandi,zero visibility near sirhind mandi. fog is pura. driving slow.,smog_fog,7
2025-10-19 05:25:00,Moga Grain Market,crossed moga grain market. road clear. reaching on time.,clear,0
2025-10-19 05:38:00,Raikot,cattle on rasta near raikot. risk of accident. stuck.,rural_hazard,3
2025-10-19 05:59:00,Rajpura Toll,zero visibility near rajpura toll. heavy rain is total. driving slow.,smog_fog,8
2025-10-19 08:31:00,GT Road,pura traffic. gaadi khada hai pass gt road due to labor shortage.,harvest_traffic,4
2025-10-19 08:45:00,Jagraon Mandi,boht heavy traffic. truck blocked pass jagraon mandi due to labor shortage.,harvest_traffic,6
2025-10-19 10:11:00,Raikot,crossed raikot. road clear. reaching on time.,clear,0
2025-10-19 10:24:00,NH-44,nh-44 phas gya by police barricade. total jam. avoid this route.,protest_dharna,10
2025-10-19 11:44:00,Canal Road,boht heavy traffic. trolley phas gya near canal road due to unloading.,harvest_traffic,7
2025-10-19 12:05:00,Canal Road,dead traffic. trolley stopped near canal road due to overloading check.,harvest_traffic,7
2025-10-19 13:03:00,Canal Road,pura traffic. gaadi stopped near canal road due to unloading.,harvest_traffic,4
2025-10-19 13:07:00,Samrala,dead traffic. canter phas gya near samrala due to overloading check.,harvest_traffic,5
2025-10-19 13:54:00,Khanna Mandi,khnn mnd stppd by strk. ttl jm. avd ths rt.,protest_dharna,10
2025-10-19 14:07:00,Malerkotla,crossed malerkotla. road clear. reaching on time.,clear,0
2025-10-19 14:23:00,Machhiwara,my tractor stopped at machhiwara. diesel over. need mechanic.,vehicle_breakdown,2
2025-10-19 14:43:00,Nakodar,crossed nakodar. road clear. reaching on time.,clear,0
2025-10-19 16:49:00,Canal Road,my tractor stopped at canal road. break fail. need mechanic.,vehicle_breakdown,2
2025-10-19 17:23:00,Bathinda Refinery,very bad traffic. tanker khada hai near bathinda refinery due to slow gate entry.,harvest_traffic,7
2025-10-19 18:15:00,NH-44,crossed nh-44. road clear. reaching on time.,clear,0
2025-10-19 18:50:00,Machhiwara,crossed machhiwara. road clear. reaching on time.,clear,0
2025-10-19 19:03:00,Raikot,slw trffc. trlly jmmd nr rkt d t lbr shrtg.,harvest_traffic,6
2025-10-19 19:14:00,Doraha,very bad traffic. tanker khada hai near doraha due to unloading.,harvest_traffic,5
2025-10-19 20:40:00,Jagraon Mandi,cattle on rod near jagraon mandi. risk of accident. blocked.,rural_hazard,5
2025-10-19 20:45:00,Jalandhar Bypass,zr vsblty nr jlndhr bypss. hvy rn s dd. drvng slw.,smog_fog,8
2025-10-19 21:14:00,Machhiwara,stray cows on rasta near machhiwara. risk of accident. phas gya.,rural_hazard,3
2025-10-19 21:33:00,Canal Road,crossed canal road. road clear. reaching on time.,clear,0
2025-10-19 22:21:00,Canal Road,stray cows on road nr canal road. risk of accident. khada hai.,rural_hazard,4
2025-10-19 23:31:00,Raikot,zero visibility near raikot. fog is very bad. driving slow.,smog_fog,8
2025-10-20 00:15:00,Canal Road,pothole on road pass canal road. risk of accident. khada hai.,rural_hazard,6
2025-10-20 00:42:00,Nakodar,zero visibility near nakodar. dhund is pura. driving slow.,smog_fog,9
2025-10-20 00:53:00,Canal Road,zr vsblty nr cnl rd. dhnd s slw. drvng slw.,smog_fog,7
2025-10-20 04:05:00,Rajpura Toll,stray cows on rod near rajpura toll. risk of accident. jammed.,rural_hazard,3
2025-10-20 04:30:00,Rajpura Toll,zero visibility near rajpura toll. heavy rain is pura. driving slow.,smog_fog,7
2025-10-20 04:51:00,Phillaur,electric wire on road nr phillaur. risk of accident. phas gya.,rural_hazard,4
2025-10-20 05:03:00,Jalandhar Bypass,zero visibility near jalandhar bypass. fog is boht heavy. driving slow.,smog_fog,7
2025-10-20 08:19:00,Khanna Mandi,my truck stopped at khanna mandi. diesel over. need mechanic.,vehicle_breakdown,2
2025-10-20 10:44:00,Amritsar Gate,my tractor stopped at amritsar gate. tyre burst. need mechanic.,vehicle_breakdown,2
2025-10-20 11:07:00,Phillaur,crossed phillaur. road clear. reaching on time.,clear,0
2025-10-20 11:25:00,Phillaur,crossed phillaur. road clear. reaching on time.,clear,0
2025-10-20 11:32:00,Ferozepur Road,my canter stopped at ferozepur road. diesel over. need mechanic.,vehicle_breakdown,2
2025-10-20 11:58:00,Khanna Mandi,crossed khanna mandi. rod clear. reaching on time.,clear,0
2025-10-20 12:15:00,Ferozepur Road,crossed ferozepur road. rod clear. reaching on time.,clear,0
2025-10-20 12:37:00,Phillaur,my cntr stppd t phllr. brk fl. nd mchnc.,vehicle_breakdown,2
2025-10-20 12:53:00,Ferozepur Road,slow traffic. truck stuck near ferozepur rasta due to overloading check.,harvest_traffic,7
2025-10-20 13:15:00,Jagraon Mandi,jagraon mandi jammed by dharna. total jam. avoid this route.,protest_dharna,10
2025-10-20 13:21:00,Sahnewal Mandi,my tanker stopped at sahnewal mandi. engine heat. need mechanic.,vehicle_breakdown,2
2025-10-20 14:00:00,Jalandhar Bypass,my tanker stopped at jalandhar bypass. diesel over. need mechanic.,vehicle_breakdown,2
2025-10-20 14:52:00,Khanna Mandi,pura traffic. truck khada hai pass khanna mandi due to slow gate entry.,harvest_traffic,5
2025-10-20 15:44:00,Sirhind Mandi,sirhind mandi jammed by union block. total jam. avoid this route.,protest_dharna,10
2025-10-20 18:26:00,Ludhiana Transport Nagar,my gaadi stopped at ludhiana transport nagar. tyre burst. need mechanic.,vehicle_breakdown,2
2025-10-20 18:31:00,Sahnewal Mandi,sahnewal mandi block by strike. total jam. avoid this route.,protest_dharna,10
2025-10-20 21:13:00,Phillaur,stray cows on road near phillaur. risk of accident. stopped.,rural_hazard,4
2025-10-20 23:46:00,Machhiwara,crossed machhiwara. rd clear. reaching on time.,clear,0
2025-10-21 00:41:00,Sahnewal Mandi,zr vsblty nr shnwl mnd. dhnd s slw. drvng slw.,smog_fog,8
2025-10-21 00:42:00,Doraha,electric wire on rod near doraha. risk of accident. phas gya.,rural_hazard,5
2025-10-21 01:00:00,Link Road #5,crossed link road #5. road clear. reaching on time.,clear,0
2025-10-21 01:28:00,Jalandhar Bypass,pothole on road near jalandhar bypass. risk of accident. blocked.,rural_hazard,5
2025-10-21 02:09:00,GT Road,zero visibility near gt road. fog is total. driving slow.,smog_fog,7
2025-10-21 03:19:00,Ludhiana Transport Nagar,crssd ldhn trnsprt ngr. rd clr. rchng n tm.,clear,0
2025-10-21 03:31:00,Jalandhar Bypass,crossed jalandhar bypass. rod clear. reaching on time.,clear,0
2025-10-21 04:17:00,Rajpura Toll,cattle on road near rajpura toll. risk of accident. jammed.,rural_hazard,4
2025-10-21 06:15:00,Sirhind Mandi,zero visibility pass sirhind mandi. fog is very bad. driving slow.,smog_fog,9
2025-10-21 07:46:00,Sahnewal Mandi,sahnewal mandi blokd by road roko. total jam. avoid this route.,protest_dharna,10
2025-10-21 07:48:00,Machhiwara,slow traffic. trolley stuck near machhiwara due to slow gate entry.,harvest_traffic,5
2025-10-21 08:21:00,Jagraon Mandi,jagraon mandi stuck by dharna. total jam. avoid this route.,protest_dharna,10
2025-10-21 08:30:00,Amritsar Gate,dead traffic. tractor khada hai near amritsar gate due to paddy bags.,harvest_traffic,5
2025-10-21 08:32:00,Nakodar,ttl trffc. trctr khd h nr nkdr d t pddy bgs.,harvest_traffic,6
2025-10-21 09:21:00,Link Road #5,crossed link road #5. rasta clear. reaching on time.,clear,0
2025-10-21 11:30:00,Amritsar Gate,amritsar gate phas gya by strike. total jam. avoid this route.,protest_dharna,10
2025-10-21 11:52:00,GT Road,dead traffic. truck stuck near gt road due to unloading.,harvest_traffic,6
2025-10-21 15:38:00,Canal Road,canal road stopped by police barricade. total jam. avoid this route.,protest_dharna,10
2025-10-21 16:20:00,Jalandhar Bypass,dead traffic. trolley stuck near jalandhar bypass due to unloading.,harvest_traffic,5
2025-10-21 17:52:00,Canal Road,slow traffic. trolley phas gya pass canal rd due to unloading.,harvest_traffic,5
2025-10-21 18:22:00,Sahnewal Mandi,my gaadi stopped at sahnewal mandi. clutch plate gya. need mechanic.,vehicle_breakdown,2
2025-10-21 18:23:00,Samrala,samrala stuck by road roko. total jam. avoid this route.,protest_dharna,10
2025-10-21 18:47:00,Link Road #5,my tractor stopped at link rasta #5. break fail. need mechanic.,vehicle_breakdown,2
2025-10-21 19:14:00,Samrala,crossed samrala. road clear. reaching on time.,clear,0
2025-10-21 19:46:00,Link Road #5,my canter stopped at link road #5. clutch plate gya. need mechanic.,vehicle_breakdown,2
2025-10-21 19:49:00,Sahnewal Mandi,slow traffic. truck blocked near sahnewal mandi due to overloading check.,harvest_traffic,5
2025-10-21 20:28:00,Canal Road,zero visibility near canal road. smog is boht heavy. driving slow.,smog_fog,8
2025-10-21 20:48:00,Nakodar,cattle on road near nakodar. risk of accident. phas gya.,rural_hazard,6
2025-10-21 21:34:00,Rajpura Toll,zero visibility near rajpura toll. fog is pura. driving slow.,smog_fog,7
2025-10-21 23:18:00,Sahnewal Mandi,pothole on rod near sahnewal mandi. risk of accident. blocked.,rural_hazard,5
2025-10-21 23:30:00,Raikot,zero visibility near raikot. heavy rain is total. driving slow.,smog_fog,9
2025-10-22 00:38:00,Ludhiana Transport Nagar,zr vsblty nr ldhn trnsprt ngr. wtrlggng s bht hvy. drvng slw.,smog_fog,7
2025-10-22 01:49:00,Link Road #5,crossed link road #5. road clear. reaching on time.,clear,0
2025-10-22 02:17:00,Jagraon Mandi,cattle on road near jagraon mandi. risk of accident. khada hai.,rural_hazard,6
2025-10-22 02:30:00,Jagraon Mandi,zero visibility near jagraon mandi. waterlogging is very bad. driving slow.,smog_fog,9
2025-10-22 02:38:00,Khanna Mandi,zero visibility near khanna mandi. slippery rd is slow. driving slow.,smog_fog,7
2025-10-22 02:41:00,Amritsar Gate,zero visibility nr amritsar gate. fog is very bad. driving slow.,smog_fog,7
2025-10-22 03:30:00,Ludhiana Transport Nagar,zero visibility pass ludhiana transport nagar. waterlogging is very bad. driving slow.,smog_fog,7
2025-10-22 04:00:00,Nakodar,crossed nakodar. road clear. reaching on time.,clear,0
2025-10-22 05:35:00,GT Road,pothole on road near gt road. risk of accident. blocked.,rural_hazard,4
2025-10-22 05:57:00,Link Road #5,zero visibility near link road #5. waterlogging is slow. driving slow.,smog_fog,9
2025-10-22 06:55:00,Rajpura Toll,zero visibility near rajpura toll. slippery road is very bad. driving slow.,smog_fog,7
2025-10-22 07:49:00,Khanna Mandi,very bad traffic. canter phas gya near khanna mandi due to slow gate entry.,harvest_traffic,5
2025-10-22 08:46:00,NH-44,total traffic. gaadi jammed near nh-44 due to paddy bags.,harvest_traffic,7
2025-10-22 09:24:00,Rajpura Toll,rajpura toll stopped by union block. total jam. avoid this route.,protest_dharna,10
2025-10-22 09:49:00,Sirhind Mandi,very bad traffic. tanker stuck near sirhind mandi due to overloading check.,harvest_traffic,4
2025-10-22 10:42:00,Nakodar,boht heavy traffic. gaadi jammed near nakodar due to slow gate entry.,harvest_traffic,7
2025-10-22 11:24:00,Amritsar Gate,pura traffic. gaadi phas gya pass amritsar gate due to paddy bags.,harvest_traffic,7
2025-10-22 11:28:00,Raikot,pr trffc. gd stck nr rkt d t pddy bgs.,harvest_traffic,5
2025-10-22 12:23:00,Rajpura Toll,rajpura toll khada hai by dharna. total jam. avoid this route.,protest_dharna,10
2025-10-22 13:36:00,Sirhind Mandi,my truck stopped at sirhind mandi. clutch plate gya. need mechanic.,vehicle_breakdown,2
2025-10-22 13:44:00,Sirhind Mandi,crossed sirhind mandi. road clear. reaching on time.,clear,0
2025-10-22 15:45:00,Malerkotla,dead traffic. canter jammed near malerkotla due to slow gate entry.,harvest_traffic,4
2025-10-22 16:03:00,Raikot,my trolley stopped at raikot. clutch plate gya. need mechanic.,vehicle_breakdown,2
2025-10-22 16:40:00,Raikot,crossed raikot. rd clear. reaching on time.,clear,0
2025-10-22 17:06:00,GT Road,crossed gt road. road clear. reaching on time.,clear,0
2025-10-22 17:33:00,Samrala,very bad traffic. tractor blocked near samrala due to overloading check.,harvest_traffic,4
2025-10-22 17:50:00,Machhiwara,ttl trffc. gd stck nr mchhwr d t lbr shrtg.,harvest_traffic,7
2025-10-22 18:12:00,Link Road #5,my trctr stppd t lnk rd #5. engn ht. nd mchnc.,vehicle_breakdown,2
2025-10-22 18:39:00,Rajpura Toll,rajpura toll blocked by union block. total jam. avoid this route.,protest_dharna,10
2025-10-22 19:04:00,Bathinda Refinery,bathinda refinery khada hai by road roko. total jam. avoid this route.,protest_dharna,10
2025-10-22 19:23:00,Samrala,total traffic. truck khada hai near samrala due to slow gate entry.,harvest_traffic,6
2025-10-22 22:25:00,Link Road #5,electric wire on rod near link road #5. risk of accident. stopped.,rural_hazard,3
2025-10-22 22:43:00,Canal Road,zero visibility pass canal road. waterlogging is boht heavy. driving slow.,smog_fog,8
2025-10-23 00:10:00,Jalandhar Bypass,cattle on road near jalandhar bypass. risk of accident. blocked.,rural_hazard,4
2025-10-23 00:12:00,Nakodar,cattle on road pass nakodar. risk of accident. khada hai.,rural_hazard,6
2025-10-23 00:47:00,Ferozepur Road,electric wire on road near ferozepur road. risk of accident. stuck.,rural_hazard,5
2025-10-23 00:59:00,Ludhiana Transport Nagar,mud on road near ludhiana transport nagar. risk of accident. blocked.,rural_hazard,3
2025-10-23 01:19:00,Bathinda Refinery,mud on road nr bathinda refinery. risk of accident. stopped.,rural_hazard,3
2025-10-23 02:37:00,Phillaur,electric wire on rd near phillaur. risk of accident. khada hai.,rural_hazard,3
2025-10-23 02:47:00,Phillaur,cattle on rasta pass phillaur. risk of accident. khada hai.,rural_hazard,4
2025-10-23 02:51:00,Ludhiana Transport Nagar,zero visibility nr ludhiana transport nagar. waterlogging is very bad. driving slow.,smog_fog,7
2025-10-23 03:47:00,Jalandhar Bypass,crossed jalandhar bypass. road clear. reaching on time.,clear,0
2025-10-23 04:06:00,Ferozepur Road,cattle on road near ferozepur road. risk of accident. phas gya.,rural_hazard,3
2025-10-23 04:29:00,Jalandhar Bypass,zero visibility near jalandhar bypass. fog is pura. driving slow.,smog_fog,9
2025-10-23 04:53:00,Raikot,zero visibility pass raikot. fog is dead. driving slow.,smog_fog,7
2025-10-23 06:22:00,NH-44,zero visibility near nh-44. dhund is dead. driving slow.,smog_fog,9
2025-10-23 06:31:00,Jagraon Mandi,crossed jagraon mandi. road clear. reaching on time.,clear,0
2025-10-23 07:29:00,Khanna Mandi,khanna mandi block by police barricade. total jam. avoid this route.,protest_dharna,10
2025-10-23 07:36:00,Jalandhar Bypass,pura traffic. truck khada hai near jalandhar bypass due to overloading check.,harvest_traffic,5
2025-10-23 07:38:00,Sahnewal Mandi,my trolley stopped at sahnewal mandi. break fail. need mechanic.,vehicle_breakdown,2
2025-10-23 08:01:00,Bathinda Refinery,dead traffic. canter jammed nr bathinda refinery due to unloading.,harvest_traffic,7
2025-10-23 08:22:00,Ludhiana Transport Nagar,dead traffic. gaadi stopped near ludhiana transport nagar due to labor shortage.,harvest_traffic,6
2025-10-23 09:06:00,Canal Road,dead traffic. tanker blocked near canal road due to overloading check.,harvest_traffic,7
2025-10-23 09:09:00,Bathinda Refinery,crssd bthnd rfnry. rd clr. rchng n tm.,clear,0
2025-10-23 10:27:00,Nakodar,total traffic. tractor stopped near nakodar due to overloading check.,harvest_traffic,4
2025-10-23 10:41:00,Sirhind Mandi,slw trffc. tnkr bnd nr srhnd mnd d t slw gt ntry.,harvest_traffic,7
2025-10-23 10:48:00,Ferozepur Road,my canter stopped at ferozepur road. tyre burst. need mechanic.,vehicle_breakdown,2
2025-10-23 11:47:00,Sirhind Mandi,my truck stopped at sirhind mandi. tyre burst. need mechanic.,vehicle_breakdown,2
2025-10-23 11:49:00,Canal Road,total traffic. tractor stuck near canal road due to overloading check.,harvest_traffic,6
2025-10-23 12:50:00,Khanna Mandi,my trck stppd t khnn mnd. dsl vr. nd mchnc.,vehicle_breakdown,2
2025-10-23 13:12:00,Nakodar,nakodar khada hai by strike. total jam. avoid this route.,protest_dharna,10
2025-10-23 13:26:00,Khanna Mandi,crossed khanna mandi. road clear. reaching on time.,clear,0
2025-10-23 14:09:00,Khanna Mandi,khanna mandi stuck by police barricade. total jam. avoid this route.,protest_dharna,10
2025-10-23 14:16:00,Ludhiana Transport Nagar,my tanker stopped at ludhiana transport nagar. tyre burst. need mechanic.,vehicle_breakdown,2
2025-10-23 14:19:00,Rajpura Toll,my tractor stopped at rajpura toll. clutch plate gya. need mechanic.,vehicle_breakdown,2
2025-10-23 15:05:00,Ludhiana Transport Nagar,ttl trffc. trck stck nr ldhn trnsprt ngr d t slw gt ntry.,harvest_traffic,6
2025-10-23 16:22:00,Moga Grain Market,my gaadi stopped at moga grain market. break fail. need mechanic.,vehicle_breakdown,2
2025-10-23 16:22:00,Khanna Mandi,dead traffic. tractor khada hai near khanna mandi due to overloading check.,harvest_traffic,6
2025-10-23 16:49:00,Ferozepur Road,ferozepur rd jammed by union block. total jam. avoid this route.,protest_dharna,10
2025-10-23 18:01:00,Raikot,slow traffic. tanker stuck near raikot due to overloading check.,harvest_traffic,6
2025-10-23 18:14:00,Bathinda Refinery,bathinda refinery stopped by dharna. total jam. avoid this route.,protest_dharna,10
2025-10-23 18:24:00,Amritsar Gate,crossed amritsar gate. road clear. reaching on time.,clear,0
2025-10-23 18:57:00,Bathinda Refinery,dead traffic. tanker jammed near bathinda refinery due to paddy bags.,harvest_traffic,6
2025-10-23 19:09:00,Ferozepur Road,ferozepur road stuck by dharna. total jam. avoid this route.,protest_dharna,10
2025-10-23 19:13:00,Jalandhar Bypass,pura traffic. tanker phas gya near jalandhar bypass due to slow gate entry.,harvest_traffic,6
2025-10-23 20:03:00,Sahnewal Mandi,zero visibility near sahnewal mandi. heavy rain is boht heavy. driving slow.,smog_fog,7
2025-10-23 21:11:00,Malerkotla,zero visibility near malerkotla. dhund is pura. driving slow.,smog_fog,8
2025-10-23 21:19:00,Samrala,zero visibility pass samrala. smog is boht heavy. driving slow.,smog_fog,8
2025-10-23 21:41:00,Sirhind Mandi,crossed sirhind mandi. rd clear. reaching on time.,clear,0
2025-10-23 22:28:00,Amritsar Gate,crossed amritsar gate. rd clear. reaching on time.,clear,0
2025-10-23 23:51:00,Sirhind Mandi,pothole on road nr sirhind mandi. risk of accident. stopped.,rural_hazard,5
2025-10-24 00:28:00,Nakodar,zr vsblty nr nkdr. slppry rd s pr. drvng slw.,smog_fog,8
2025-10-24 00:31:00,Bathinda Refinery,crossed bathinda refinery. road clear. reaching on time.,clear,0
2025-10-24 01:25:00,Jagraon Mandi,crossed jagraon mandi. road clear. reaching on time.,clear,0
